2020-09-10,15:59:01
LOCATION	CASES	DEATHS	RECOVERED
Moore-Tennessee	121	1	0
Morgan-Tennessee	274	2	0
Obion-Tennessee	956	8	0
Overton-Tennessee	561	2	0
Perry-Tennessee	123	0	0
Pickett-Tennessee	87	1	0
Polk-Tennessee	359	11	0
Putnam-Tennessee	2596	34	0
Rhea-Tennessee	703	7	0
Roane-Tennessee	717	3	0
Robertson-Tennessee	2041	31	0
Rutherford-Tennessee	8387	82	0
Scott-Tennessee	173	2	0
Sequatchie-Tennessee	183	2	0
Sevier-Tennessee	2374	13	0
Shelby-Tennessee	28404	412	0
Smith-Tennessee	599	9	0
Stewart-Tennessee	115	2	0
Sullivan-Tennessee	1914	29	0
Sumner-Tennessee	4384	89	0
Tipton-Tennessee	1590	15	0
Trousdale-Tennessee	1633	7	0
Unicoi-Tennessee	248	1	0
Union-Tennessee	256	1	0
Van Buren-Tennessee	119	0	0
Warren-Tennessee	930	7	0
Washington-Tennessee	1913	16	0
Wayne-Tennessee	1467	4	0
Weakley-Tennessee	997	14	0
White-Tennessee	650	8	0
Williamson-Tennessee	4685	34	0
Wilson-Tennessee	3107	35	0
Anderson-Texas	2744	18	0
Andrews-Texas	388	8	0
Angelina-Texas	2045	71	0
Aransas-Texas	298	18	0
Archer-Texas	63	1	0
Armstrong-Texas	11	0	0
Atascosa-Texas	586	29	0
Austin-Texas	444	7	0
Bailey-Texas	203	4	0
Bandera-Texas	109	6	0
Bastrop-Texas	1649	27	0
Baylor-Texas	14	0	0
Bee-Texas	1807	25	0
Bell-Texas	5041	69	0
Bexar-Texas	47956	1172	0
Blanco-Texas	133	5	0
Borden-Texas	0	0	0
Bosque-Texas	245	6	0
Bowie-Texas	1129	45	0
Brazoria-Texas	10004	148	0
Brazos-Texas	5569	59	0
Brewster-Texas	206	2	0
Briscoe-Texas	12	1	0
Brooks-Texas	272	20	0
Brown-Texas	506	20	0
Burleson-Texas	306	6	0
Burnet-Texas	666	12	0
Caldwell-Texas	1381	34	0
Calhoun-Texas	614	7	0
Callahan-Texas	74	3	0
Cameron-Texas	21883	824	0
Camp-Texas	326	8	0
Carson-Texas	17	0	0
Cass-Texas	271	12	0
Castro-Texas	239	4	0
Chambers-Texas	1184	6	0
Cherokee-Texas	1457	22	0
Childress-Texas	60	0	0
Clay-Texas	71	1	0
Cochran-Texas	42	1	0
Coke-Texas	49	3	0
Coleman-Texas	60	3	0
Collin-Texas	11676	119	0
Collingsworth-Texas	17	0	0
Colorado-Texas	451	4	0
Comal-Texas	2481	101	0
Comanche-Texas	224	3	0
Concho-Texas	60	1	0
Cooke-Texas	349	5	0
Coryell-Texas	1739	11	0
Cottle-Texas	18	2	0
Crane-Texas	71	2	0
Crockett-Texas	164	6	0
Crosby-Texas	81	1	0
Culberson-Texas	38	2	0
Dallam-Texas	213	8	0
Dallas-Texas	74628	1021	0
Dawson-Texas	245	8	0
Deaf Smith-Texas	818	20	0
Delta-Texas	21	0	0
Denton-Texas	10916	139	0
De Witt-Texas	890	27	0
Dickens-Texas	46	1	0
Dimmit-Texas	188	7	0
Donley-Texas	57	1	0
Duval-Texas	405	10	0
Eastland-Texas	130	3	0
Ector-Texas	4433	78	0
Edwards-Texas	34	1	0
Ellis-Texas	3951	61	0
El Paso-Texas	21259	465	0
Erath-Texas	736	10	0
Falls-Texas	179	3	0
Fannin-Texas	622	12	0
Fayette-Texas	476	18	0
Fisher-Texas	61	1	0
Floyd-Texas	99	9	0
Foard-Texas	3	0	0
Fort Bend-Texas	15331	255	0
Franklin-Texas	118	6	0
Freestone-Texas	387	1	0
Frio-Texas	644	7	0
Gaines-Texas	268	8	0
Galveston-Texas	11177	165	0
Garza-Texas	102	4	0
Gillespie-Texas	206	9	0
Glasscock-Texas	6	0	0
Goliad-Texas	126	6	0
Gonzales-Texas	819	14	0
Gray-Texas	251	5	0
Grayson-Texas	1577	31	0
Gregg-Texas	1968	52	0
Grimes-Texas	1031	31	0
Guadalupe-Texas	1924	75	0
Hale-Texas	1686	49	0
Hall-Texas	16	1	0
Hamilton-Texas	105	4	0
Hansford-Texas	105	3	0
Hardeman-Texas	22	0	0
Hardin-Texas	1234	22	0
Harris-Texas	113504	2363	0
Harrison-Texas	826	29	0
Hartley-Texas	105	0	0
Haskell-Texas	57	2	0
Hays-Texas	5568	59	0
Hemphill-Texas	67	0	0
Henderson-Texas	867	19	0
Hidalgo-Texas	29082	1334	0
Hill-Texas	394	12	0
Hockley-Texas	286	6	0
Hood-Texas	812	25	0
Hopkins-Texas	260	8	0
Houston-Texas	349	9	0
Howard-Texas	351	9	0
Hudspeth-Texas	43	2	0
Hunt-Texas	1498	32	0
Hutchinson-Texas	154	3	0
Irion-Texas	10	0	0
Jack-Texas	127	1	0
Jackson-Texas	511	15	0
Jasper-Texas	411	21	0
Jeff Davis-Texas	14	0	0
Jefferson-Texas	6841	114	0
Jim Hogg-Texas	95	2	0
Jim Wells-Texas	1328	30	0
Johnson-Texas	2615	46	0
Jones-Texas	583	0	0
Karnes-Texas	750	14	0
Kaufman-Texas	2884	42	0
Kendall-Texas	198	5	0
Kenedy-Texas	7	1	0
Kent-Texas	7	0	0
Kerr-Texas	441	9	0
Kimble-Texas	16	1	0
King-Texas	0	0	0
Kinney-Texas	23	1	0
Kleberg-Texas	944	33	0
Knox-Texas	67	8	0
Lamar-Texas	948	29	0
Lamb-Texas	301	20	0
Lampasas-Texas	181	7	0
La Salle-Texas	361	9	0
Lavaca-Texas	691	32	0
Lee-Texas	208	14	0
Leon-Texas	207	5	0
Liberty-Texas	2055	46	0
Limestone-Texas	499	8	0
Lipscomb-Texas	26	0	0
Live Oak-Texas	357	8	0
Llano-Texas	105	1	0
Loving-Texas	0	0	0
Lubbock-Texas	9075	103	0
Lynn-Texas	87	5	0
McCulloch-Texas	126	1	0
McLennan-Texas	6813	90	0
McMullen-Texas	19	0	0
Madison-Texas	699	5	0
Marion-Texas	147	13	0
Martin-Texas	74	6	0
Mason-Texas	76	1	0
Matagorda-Texas	965	40	0
Maverick-Texas	3458	101	0
Medina-Texas	1133	38	0
Menard-Texas	22	0	0
Midland-Texas	3421	74	0
Milam-Texas	452	5	0
Mills-Texas	40	0	0
Mitchell-Texas	79	1	0
Montague-Texas	152	3	0
Montgomery-Texas	9586	137	0
Moore-Texas	1126	19	0
Morris-Texas	164	3	0
Motley-Texas	7	0	0
Nacogdoches-Texas	1412	54	0
Navarro-Texas	1165	21	0
Newton-Texas	164	8	0
Nolan-Texas	180	4	0
Nueces-Texas	19509	383	0
Ochiltree-Texas	113	4	0
Oldham-Texas	15	1	0
Orange-Texas	1767	38	0
Palo Pinto-Texas	464	14	0
Panola-Texas	335	24	0
Parker-Texas	1706	27	0
Parmer-Texas	393	7	0
Pecos-Texas	339	4	0
Polk-Texas	794	20	0
Potter-Texas	4244	55	0
Presidio-Texas	91	5	0
Rains-Texas	60	3	0
Randall-Texas	2341	32	0
Reagan-Texas	86	6	0
Real-Texas	105	5	0
Red River-Texas	152	14	0
Reeves-Texas	180	5	0
Refugio-Texas	301	10	0
Roberts-Texas	8	0	0
Robertson-Texas	266	4	0
Rockwall-Texas	1439	23	0
Runnels-Texas	224	4	0
Rusk-Texas	762	6	0
Sabine-Texas	75	8	0
San Augustine-Texas	195	13	0
San Jacinto-Texas	208	8	0
San Patricio-Texas	1369	62	0
San Saba-Texas	41	0	0
Schleicher-Texas	51	2	0
Scurry-Texas	563	2	0
Shackelford-Texas	23	0	0
Shelby-Texas	449	21	0
Sherman-Texas	56	0	0
Smith-Texas	3437	78	0
Somervell-Texas	126	4	0
Starr-Texas	3172	145	0
Stephens-Texas	130	4	0
Sterling-Texas	4	0	0
Stonewall-Texas	9	1	0
Sutton-Texas	77	2	0
Swisher-Texas	96	3	0
Tarrant-Texas	43726	643	0
Taylor-Texas	1370	39	0
Terrell-Texas	3	0	0
Terry-Texas	210	4	0
Throckmorton-Texas	5	2	0
Titus-Texas	1542	26	0
Tom Green-Texas	3384	60	0
Travis-Texas	27424	402	0
Trinity-Texas	182	6	0
Tyler-Texas	192	4	0
Upshur-Texas	340	8	0
Upton-Texas	21	2	0
Uvalde-Texas	729	27	0
Val Verde-Texas	1957	86	0
Van Zandt-Texas	532	18	0
Victoria-Texas	3876	84	0
Walker-Texas	3854	50	0
Waller-Texas	725	9	0
Ward-Texas	113	1	0
Washington-Texas	582	46	0
Webb-Texas	12464	261	0
Wharton-Texas	1245	46	0
Wheeler-Texas	42	0	0
Wichita-Texas	1429	17	0
Wilbarger-Texas	120	2	0
Willacy-Texas	1174	44	0
Williamson-Texas	8125	132	0
Wilson-Texas	552	26	0
Winkler-Texas	102	1	0
Wise-Texas	677	12	0
Wood-Texas	428	17	0
Yoakum-Texas	173	4	0
Young-Texas	238	6	0
Zapata-Texas	317	4	0
Zavala-Texas	272	13	0
Beaver-Utah	0	0	0
Box Elder-Utah	0	0	0
Cache-Utah	0	0	0
Carbon-Utah	0	0	0
Daggett-Utah	0	0	0
Davis-Utah	4235	27	0
Duchesne-Utah	0	0	0
Emery-Utah	0	0	0
Garfield-Utah	0	0	0
Grand-Utah	0	0	0
Iron-Utah	0	0	0
Juab-Utah	0	0	0
Kane-Utah	0	0	0
Millard-Utah	0	0	0
Morgan-Utah	0	0	0
Piute-Utah	0	0	0
Rich-Utah	0	0	0
Salt Lake-Utah	25353	240	0
San Juan-Utah	673	29	0
Sanpete-Utah	0	0	0
Sevier-Utah	0	0	0
Summit-Utah	898	1	0
Tooele-Utah	750	0	0
Uintah-Utah	0	0	0
Utah-Utah	12392	52	0
Wasatch-Utah	660	7	0
Washington-Utah	0	0	0
Wayne-Utah	0	0	0
Weber-Utah	0	0	0
Addison-Vermont	82	2	0
Bennington-Vermont	108	1	0
Caledonia-Vermont	33	0	0
Chittenden-Vermont	804	39	0
Essex-Vermont	6	0	0
Franklin-Vermont	123	7	0
Grand Isle-Vermont	13	0	0
Lamoille-Vermont	47	1	0
Orange-Vermont	21	0	0
Orleans-Vermont	22	0	0
Rutland-Vermont	126	1	0
Washington-Vermont	64	2	0
Windham-Vermont	123	3	0
Windsor-Vermont	81	2	0
Accomack-Virginia	1156	19	0
Albemarle-Virginia	1110	19	0
Alleghany-Virginia	73	4	0
Amelia-Virginia	114	3	0
Amherst-Virginia	328	1	0
Appomattox-Virginia	185	1	0
Arlington-Virginia	3687	144	0
Augusta-Virginia	408	4	0
Bath-Virginia	4	0	0
Bedford-Virginia	630	9	0
Bland-Virginia	61	1	0
Botetourt-Virginia	269	10	0
Brunswick-Virginia	320	2	0
Buchanan-Virginia	105	2	0
Buckingham-Virginia	663	8	0
Campbell-Virginia	359	3	0
Caroline-Virginia	287	5	0
Carroll-Virginia	450	19	0
Charles City-Virginia	73	5	0
Charlotte-Virginia	90	0	0
Chesterfield-Virginia	5401	85	0
Clarke-Virginia	86	0	0
Craig-Virginia	24	0	0
Culpeper-Virginia	1144	14	0
Cumberland-Virginia	102	0	0
Dickenson-Virginia	75	1	0
Dinwiddie-Virginia	329	8	0
Essex-Virginia	155	2	0
Fairfax-Virginia	19282	566	0
Fauquier-Virginia	832	21	0
Floyd-Virginia	166	3	0
Fluvanna-Virginia	239	9	0
Franklin-Virginia	194	1	0
Frederick-Virginia	799	11	0
Giles-Virginia	63	0	0
Gloucester-Virginia	216	2	0
Goochland-Virginia	238	7	0
Grayson-Virginia	267	8	0
Greene-Virginia	204	3	0
Greensville-Virginia	730	11	0
Halifax-Virginia	264	4	0
Hanover-Virginia	1023	35	0
Henrico-Virginia	4925	195	0
Henry-Virginia	937	16	0
Highland-Virginia	6	0	0
Isle of Wight-Virginia	635	11	0
James City-Virginia	782	18	0
King and Queen-Virginia	60	1	0
King George-Virginia	217	4	0
King William-Virginia	130	2	0
Lancaster-Virginia	87	0	0
Lee-Virginia	238	4	0
Loudoun-Virginia	6327	118	0
Louisa-Virginia	266	3	0
Lunenburg-Virginia	101	2	0
Madison-Virginia	96	2	0
Mathews-Virginia	23	0	0
Mecklenburg-Virginia	612	33	0
Middlesex-Virginia	62	1	0
Montgomery-Virginia	1140	4	0
Nelson-Virginia	91	0	0
New Kent-Virginia	161	1	0
Northampton-Virginia	304	29	0
Northumberland-Virginia	103	5	0
Nottoway-Virginia	210	15	0
Orange-Virginia	278	4	0
Page-Virginia	366	27	0
Patrick-Virginia	246	13	0
Pittsylvania-Virginia	880	6	0
Powhatan-Virginia	198	5	0
Prince Edward-Virginia	519	12	0
Prince George-Virginia	676	2	0
Prince William-Virginia	11432	191	0
Pulaski-Virginia	158	3	0
Rappahannock-Virginia	58	2	0
Richmond-Virginia	334	4	0
Roanoke-Virginia	677	5	0
Rockbridge-Virginia	88	1	0
Rockingham-Virginia	1204	20	0
Russell-Virginia	203	4	0
Scott-Virginia	170	4	0
Shenandoah-Virginia	782	50	0
Smyth-Virginia	359	6	0
Southampton-Virginia	393	13	0
Spotsylvania-Virginia	1952	39	0
Stafford-Virginia	1813	13	0
Surry-Virginia	95	3	0
Sussex-Virginia	363	9	0
Tazewell-Virginia	223	2	0
Warren-Virginia	398	6	0
Washington-Virginia	433	10	0
Westmoreland-Virginia	234	3	0
Wise-Virginia	371	5	0
Wythe-Virginia	201	3	0
York-Virginia	497	6	0
Alexandria City-Virginia	0	0	0
Bedford City-Virginia	0	0	0
Bristol City-Virginia	0	0	0
Buena Vista City-Virginia	0	0	0
Charlottesville City-Virginia	0	0	0
Chesapeake City-Virginia	0	0	0
Clifton Forge City-Virginia	0	0	0
Colonial Heights Cit-Virginia	0	0	0
Covington City-Virginia	0	0	0
Danville City-Virginia	0	0	0
Emporia City-Virginia	0	0	0
Fairfax City-Virginia	126	7	0
Falls Church City-Virginia	0	0	0
Franklin City-Virginia	350	7	0
Fredericksburg City-Virginia	0	0	0
Galax City-Virginia	0	0	0
Hampton City-Virginia	0	0	0
Harrisonburg City-Virginia	0	0	0
Hopewell City-Virginia	0	0	0
Lexington City-Virginia	0	0	0
Lynchburg City-Virginia	0	0	0
Manassas City-Virginia	0	0	0
Manassas Park City-Virginia	0	0	0
Martinsville City-Virginia	0	0	0
Newport News City-Virginia	0	0	0
Norfolk City-Virginia	0	0	0
Norton City-Virginia	0	0	0
Petersburg City-Virginia	0	0	0
Poquoson City-Virginia	0	0	0
Portsmouth City-Virginia	0	0	0
Radford City-Virginia	0	0	0
Richmond City-Virginia	4220	50	0
Roanoke City-Virginia	1329	15	0
Salem City-Virginia	0	0	0
South Boston City-Virginia	0	0	0
Staunton City-Virginia	0	0	0
Suffolk City-Virginia	0	0	0
Virginia Beach City-Virginia	0	0	0
Waynesboro City-Virginia	0	0	0
Williamsburg City-Virginia	0	0	0
Winchester City-Virginia	0	0	0
Adams-Washington	729	9	0
Asotin-Washington	60	2	0
Benton-Washington	4280	127	0
Chelan-Washington	1773	13	0
Clallam-Washington	218	1	0
Clark-Washington	2372	59	0
Columbia-Washington	14	1	0
Cowlitz-Washington	571	6	0
Douglas-Washington	1167	8	0
Ferry-Washington	29	0	0
Franklin-Washington	4073	59	0
Garfield-Washington	8	0	0
Grant-Washington	2527	17	0
Grays Harbor-Washington	321	6	0
Island-Washington	274	11	0
Jefferson-Washington	70	0	0
King-Washington	20519	744	0
Kitsap-Washington	1076	11	0
Kittitas-Washington	453	21	0
Klickitat-Washington	183	3	0
Lewis-Washington	415	4	0
Lincoln-Washington	35	1	0
Mason-Washington	347	3	0
Okanogan-Washington	1004	9	0
Pacific-Washington	74	3	0
Pend Oreille-Washington	56	0	0
Pierce-Washington	7189	181	0
San Juan-Washington	29	0	0
Skagit-Washington	1054	23	0
Skamania-Washington	60	1	0
Snohomish-Washington	6440	205	0
Spokane-Washington	5658	142	0
Stevens-Washington	130	2	0
Thurston-Washington	977	15	0
Wahkiakum-Washington	6	0	0
Walla Walla-Washington	810	5	0
Whatcom-Washington	1167	39	0
Whitman-Washington	887	0	0
Yakima-Washington	11112	250	0
Barbour-West Virginia	35	1	0
Berkeley-West Virginia	851	11	0
Boone-West Virginia	169	0	0
Braxton-West Virginia	9	0	0
Brooke-West Virginia	103	1	0
Cabell-West Virginia	610	8	0
Calhoun-West Virginia	21	0	0
Clay-West Virginia	30	2	0
Doddridge-West Virginia	14	0	0
Fayette-West Virginia	432	9	0
Gilmer-West Virginia	19	0	0
Grant-West Virginia	145	6	0
Greenbrier-West Virginia	113	3	0
Hampshire-West Virginia	93	1	0
Hancock-West Virginia	128	0	0
Hardy-West Virginia	75	0	0
Harrison-West Virginia	308	3	0
Jackson-West Virginia	219	21	0
Jefferson-West Virginia	397	4	0
Kanawha-West Virginia	1809	48	0
Lewis-West Virginia	36	2	0
Lincoln-West Virginia	127	2	0
Logan-West Virginia	536	35	0
McDowell-West Virginia	74	1	0
Marion-West Virginia	234	2	0
Marshall-West Virginia	138	1	0
Mason-West Virginia	131	1	0
Mercer-West Virginia	355	24	0
Mineral-West Virginia	148	4	0
Mingo-West Virginia	287	7	0
Monongalia-West Virginia	1547	5	0
Monroe-West Virginia	146	7	0
Morgan-West Virginia	43	0	0
Nicholas-West Virginia	60	3	0
Ohio-West Virginia	302	6	0
Pendleton-West Virginia	46	1	0
Pleasants-West Virginia	15	2	0
Pocahontas-West Virginia	55	0	0
Preston-West Virginia	142	4	0
Putnam-West Virginia	362	1	0
Raleigh-West Virginia	399	4	0
Randolph-West Virginia	228	2	0
Ritchie-West Virginia	9	0	0
Roane-West Virginia	37	1	0
Summers-West Virginia	22	0	0
Taylor-West Virginia	112	6	0
Tucker-West Virginia	13	0	0
Tyler-West Virginia	15	0	0
Upshur-West Virginia	51	0	0
Wayne-West Virginia	304	10	0
Webster-West Virginia	7	0	0
Wetzel-West Virginia	45	0	0
Wirt-West Virginia	8	0	0
Wood-West Virginia	327	5	0
Wyoming-West Virginia	75	4	0
Adams-Wisconsin	151	3	0
Ashland-Wisconsin	38	1	0
Barron-Wisconsin	394	4	0
Bayfield-Wisconsin	65	1	0
Brown-Wisconsin	6176	58	0
Buffalo-Wisconsin	98	2	0
Burnett-Wisconsin	59	2	0
Calumet-Wisconsin	632	2	0
Chippewa-Wisconsin	395	0	0
Clark-Wisconsin	264	8	0
Columbia-Wisconsin	411	2	0
Crawford-Wisconsin	121	0	0
Dane-Wisconsin	6971	41	0
Dodge-Wisconsin	1348	7	0
Door-Wisconsin	165	3	0
Douglas-Wisconsin	298	0	0
Dunn-Wisconsin	215	0	0
Eau Claire-Wisconsin	1060	6	0
Florence-Wisconsin	34	0	0
Fond du Lac-Wisconsin	1340	12	0
Forest-Wisconsin	119	4	0
Grant-Wisconsin	528	19	0
Green-Wisconsin	322	2	0
Green Lake-Wisconsin	115	0	0
Iowa-Wisconsin	129	0	0
Iron-Wisconsin	132	1	0
Jackson-Wisconsin	86	1	0
Jefferson-Wisconsin	1026	7	0
Juneau-Wisconsin	259	1	0
Kenosha-Wisconsin	3091	64	0
Kewaunee-Wisconsin	232	2	0
La Crosse-Wisconsin	1445	2	0
Lafayette-Wisconsin	188	0	0
Langlade-Wisconsin	91	2	0
Lincoln-Wisconsin	97	1	0
Manitowoc-Wisconsin	644	2	0
Marathon-Wisconsin	842	14	0
Marinette-Wisconsin	647	7	0
Marquette-Wisconsin	121	1	0
Menominee-Wisconsin	30	0	0
Milwaukee-Wisconsin	25159	509	0
Monroe-Wisconsin	309	2	0
Oconto-Wisconsin	519	4	0
Oneida-Wisconsin	249	1	0
Outagamie-Wisconsin	2476	24	0
Ozaukee-Wisconsin	1039	18	0
Pepin-Wisconsin	48	0	0
Pierce-Wisconsin	317	6	0
Polk-Wisconsin	188	2	0
Portage-Wisconsin	824	3	0
Price-Wisconsin	36	0	0
Racine-Wisconsin	4213	92	0
Richland-Wisconsin	63	4	0
Rock-Wisconsin	1926	29	0
Rusk-Wisconsin	31	1	0
St Croix-Wisconsin	701	7	0
Sauk-Wisconsin	691	3	0
Sawyer-Wisconsin	169	1	0
Shawano-Wisconsin	363	0	0
Sheboygan-Wisconsin	1199	10	0
Taylor-Wisconsin	127	3	0
Trempealeau-Wisconsin	448	2	0
Vernon-Wisconsin	123	0	0
Vilas-Wisconsin	136	0	0
Walworth-Wisconsin	1966	32	0
Washburn-Wisconsin	78	0	0
Washington-Wisconsin	1844	31	0
Waukesha-Wisconsin	5941	81	0
Waupaca-Wisconsin	789	19	0
Waushara-Wisconsin	211	2	0
Winnebago-Wisconsin	1778	22	0
Wood-Wisconsin	541	3	0
Albany-Wyoming	212	0	0
Big Horn-Wyoming	51	1	0
Campbell-Wyoming	214	1	0
Carbon-Wyoming	193	2	0
Converse-Wyoming	59	0	0
Crook-Wyoming	17	0	0
Fremont-Wyoming	616	14	0
Goshen-Wyoming	69	1	0
Hot Springs-Wyoming	31	0	0
Johnson-Wyoming	29	1	0
Laramie-Wyoming	604	4	0
Lincoln-Wyoming	121	1	0
Natrona-Wyoming	335	2	0
Niobrara-Wyoming	3	0	0
Park-Wyoming	182	1	0
Platte-Wyoming	7	1	0
Sheridan-Wyoming	191	1	0
Sublette-Wyoming	51	1	0
Sweetwater-Wyoming	319	2	0
Teton-Wyoming	453	1	0
Uinta-Wyoming	310	2	0
Washakie-Wyoming	111	6	0
Weston-Wyoming	21	0	0
Unknown-American Samoa	0	0	0
Manua-American Samoa	0	0	0
Ofu-American Samoa	0	0	0
Olosega-American Samoa	0	0	0
Tutuila-American Samoa	0	0	0
Cocos Island-Northern Mariana Islands	0	0	0
Guam-Guam	0	0	0
Rota-Northern Mariana Islands	0	0	0
Saipan-Northern Mariana Islands	0	0	0
Aguijan-Northern Mariana Islands	0	0	0
Tinian-Northern Mariana Islands	0	0	0
Adjuntas-Puerto Rico	132	0	0
Aguada-Puerto Rico	253	0	0
Aguadilla-Puerto Rico	353	0	0
Aguas Buenas-Puerto Rico	218	0	0
Aibonito-Puerto Rico	129	0	0
Anasco-Puerto Rico	196	0	0
Arecibo-Puerto Rico	554	0	0
Arroyo-Puerto Rico	137	0	0
Barceloneta-Puerto Rico	142	0	0
Barranquitas-Puerto Rico	370	0	0
Bayamon-Puerto Rico	2886	0	0
Cabo Rojo-Puerto Rico	283	0	0
Caguas-Puerto Rico	1207	0	0
Camuy-Puerto Rico	206	0	0
Canovanas-Puerto Rico	566	0	0
Carolina-Puerto Rico	2105	0	0
Catano-Puerto Rico	330	0	0
Cayey-Puerto Rico	283	0	0
Ceiba-Puerto Rico	94	0	0
Cidra-Puerto Rico	251	0	0
Coamo-Puerto Rico	226	0	0
Comerio-Puerto Rico	175	0	0
Corozal-Puerto Rico	454	0	0
Culebra-Puerto Rico	21	0	0
Dorado-Puerto Rico	565	0	0
Fajardo-Puerto Rico	399	0	0
Florida-Puerto Rico	218	0	0
Guanica-Puerto Rico	85	0	0
Guayama-Puerto Rico	246	0	0
Guayanilla-Puerto Rico	148	0	0
Guaynabo-Puerto Rico	1375	0	0
Gurabo-Puerto Rico	404	0	0
Hatillo-Puerto Rico	209	0	0
Hormigueros-Puerto Rico	130	0	0
Isabela-Puerto Rico	223	0	0
Jayuya-Puerto Rico	214	0	0
Juana Diaz-Puerto Rico	281	0	0
Juncos-Puerto Rico	269	0	0
Lajas-Puerto Rico	121	0	0
Lares-Puerto Rico	262	0	0
Las Marias-Puerto Rico	88	0	0
Las Piedras-Puerto Rico	347	0	0
Loiza-Puerto Rico	207	0	0
Luquillo-Puerto Rico	192	0	0
Manati-Puerto Rico	396	0	0
Maricao-Puerto Rico	66	0	0
Maunabo-Puerto Rico	98	0	0
Mayaguez-Puerto Rico	692	0	0
Moca-Puerto Rico	278	0	0
Morovis-Puerto Rico	433	0	0
Nabuabo-Puerto Rico	0	0	0
Naranjito-Puerto Rico	514	0	0
Orocovis-Puerto Rico	283	0	0
Patillas-Puerto Rico	147	0	0
Penuelas-Puerto Rico	101	0	0
Ponce-Puerto Rico	676	0	0
Quebradillas-Puerto Rico	126	0	0
Rincon-Puerto Rico	145	0	0
Rio Grande-Puerto Rico	468	0	0
Sabana Grande-Puerto Rico	174	0	0
Salinas-Puerto Rico	334	0	0
San German-Puerto Rico	206	0	0
San Juan-Puerto Rico	5884	0	0
San Lorenzo-Puerto Rico	333	0	0
San Sabastian-Puerto Rico	0	0	0
Santa Isabel-Puerto Rico	141	0	0
Toa Alta-Puerto Rico	1020	0	0
Toa Baja-Puerto Rico	995	0	0
Trujillo Alto-Puerto Rico	818	0	0
Utuado-Puerto Rico	109	0	0
Vega Alta-Puerto Rico	507	0	0
Vega Baja-Puerto Rico	721	0	0
Vieques-Puerto Rico	86	0	0
Villalba-Puerto Rico	100	0	0
Yabucoa-Puerto Rico	231	0	0
Yauco-Puerto Rico	323	0	0
St. Croix-US Virgin Islands	0	0	0
St. John-US Virgin Islands	0	0	0
St. Thomas-US Virgin Islands	0	0	0
